Region,Apartment,Beds,Baths,Rent,URL
Turkey Creek,Overlook at Farragut,1,1,1184.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,1,1,1194.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,1,1,1204.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,1,1,1209.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1411.5,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1399.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1424.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1426.5,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1409.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1414.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1419.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1439.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1449.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1436.5,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1434.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1464.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1474.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1459.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1489.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,3,2,1614.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,3,2,1604.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1444.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1429.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1734.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,1454.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,3,2,1599.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,3,2,1629.0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Turkey Creek,Overlook at Farragut,2,2,0,https://www.apartments.com/overlook-farragut-knoxville-tn/7fxlkcz/
Downtown Knoxville,One Riverwalk  ,1,1,1365.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1475.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1510.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1530.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1565.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1585.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1740.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,2,2,1900.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,2,2,2177.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,2,2,2284.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1138.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,One Riverwalk  ,1,1,1568.0,https://www.apartments.com/one-riverwalk-knoxville-tn/32qh8sd/
Downtown Knoxville,Maplehurst Park  ,1,1,635.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,810.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,835.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,850.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,905.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,920.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,2,1,1035.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,2,1,1135.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,3,3,1500.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,1,1,890.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,2,1,1050.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,2,2,1295.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,4,1.5,1490.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Maplehurst Park  ,4,2.5,1900.0,https://www.apartments.com/maplehurst-park-knoxville-tn/t5v5px9/
Downtown Knoxville,Marble Alley Lofts,1,1,1213.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1342.5,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1310.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1375.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1390.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1380.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1387.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1377.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,1397.0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,1,1,0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
Downtown Knoxville,Marble Alley Lofts,2,2,0,https://www.apartments.com/marble-alley-lofts-knoxville-tn/3m4d4ff/
UTK Campus,Barclay House ,1,1,875.0,https://www.apartments.com/barclay-house-knoxville-tn/g9sm4gz/
UTK Campus,Barclay House ,1,1,995.0,https://www.apartments.com/barclay-house-knoxville-tn/g9sm4gz/
UTK Campus,Barclay House ,2,1,1275.0,https://www.apartments.com/barclay-house-knoxville-tn/g9sm4gz/
UTK Campus,The Slate at 901,4,2,3176.0,https://www.apartments.com/the-slate-at-901-knoxville-tn/9910ph4/
Oak Ridge,Centennial Village ,1,1,1039.5,https://www.apartments.com/centennial-village-apartments-oak-ridge-tn/hlc46x2/
Oak Ridge,Centennial Village ,2,2,1193.5,https://www.apartments.com/centennial-village-apartments-oak-ridge-tn/hlc46x2/
Oak Ridge,Centennial Village ,2,2,1203.5,https://www.apartments.com/centennial-village-apartments-oak-ridge-tn/hlc46x2/
Oak Ridge,Centennial Village ,3,2,1476.0,https://www.apartments.com/centennial-village-apartments-oak-ridge-tn/hlc46x2/
Oak Ridge,Tara Hills ,2,1,815.0,https://www.apartments.com/tara-hills-oak-ridge-tn/qz82e4x/
Oak Ridge,Tara Hills ,2,1,830.0,https://www.apartments.com/tara-hills-oak-ridge-tn/qz82e4x/
Oak Ridge,Tara Hills ,1,1,800.0,https://www.apartments.com/tara-hills-oak-ridge-tn/qz82e4x/
Oak Ridge,Tara Hills ,1,1,715.0,https://www.apartments.com/tara-hills-oak-ridge-tn/qz82e4x/
Oak Ridge,Tara Hills ,3,1.5,923.5,https://www.apartments.com/tara-hills-oak-ridge-tn/qz82e4x/
Oak Ridge,Bristol Park at Oak Ridge,1,1,872.5,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,2,2,1025.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,2,2,1015.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,1,1,850.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,1,1,780.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,1,1,895.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,2,2,1045.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,3,2,1255.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
Oak Ridge,Bristol Park at Oak Ridge,3,2,1305.0,https://www.apartments.com/bristol-park-at-oak-ridge-oak-ridge-tn/dhmgy9l/
